Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Loss per 1000 Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),cluster_id,risk_profile
Russia,2015,SQL Injection,Education,5.26,559195,0.009406,Insider,Weak Passwords,VPN,52,0,Widespread Lower-Loss Incidents
Russia,2015,Ransomware,Government,2.73,465465,0.005865,Nation-state,Unpatched Software,Encryption,60,2,Lower-Impact Incidents
Russia,2015,Malware,Education,24.47,977607,0.025031,Hacker Group,Zero-day,AI-based Detection,62,0,Widespread Lower-Loss Incidents
UK,2015,SQL Injection,Telecommunications,38.72,943070,0.041057,Hacker Group,Zero-day,VPN,36,0,Widespread Lower-Loss Incidents
UK,2015,Phishing,Banking,51.38,630931,0.081435,Insider,Zero-day,AI-based Detection,48,3,Critical High-Impact Incidents
UK,2015,Man-in-the-Middle,Healthcare,82.54,34240,2.410631,Insider,Weak Passwords,Encryption,45,1,Concentrated High-Loss Incidents
UK,2015,Phishing,IT,24.17,64082,0.377173,Unknown,Social Engineering,Antivirus,16,2,Lower-Impact Incidents
UK,2015,Malware,IT,96.79,825881,0.117196,Unknown,Zero-day,AI-based Detection,35,3,Critical High-Impact Incidents
UK,2015,Man-in-the-Middle,Telecommunications,71.9,733671,0.098,Insider,Zero-day,VPN,20,3,Critical High-Impact Incidents
UK,2015,Phishing,IT,85.58,17229,4.967206,Hacker Group,Weak Passwords,AI-based Detection,30,1,Concentrated High-Loss Incidents
UK,2015,DDoS,Telecommunications,32.92,157678,0.20878,Nation-state,Unpatched Software,Antivirus,68,2,Lower-Impact Incidents
UK,2015,Ransomware,Banking,79.3,893277,0.088774,Unknown,Social Engineering,Firewall,15,3,Critical High-Impact Incidents
UK,2015,Man-in-the-Middle,Banking,64.88,976213,0.066461,Unknown,Social Engineering,Firewall,28,3,Critical High-Impact Incidents
UK,2015,Ransomware,Education,44.39,483598,0.091791,Insider,Zero-day,Antivirus,29,2,Lower-Impact Incidents
UK,2015,Ransomware,Banking,32.0,712739,0.044897,Nation-state,Weak Passwords,Antivirus,17,0,Widespread Lower-Loss Incidents
UK,2015,DDoS,Retail,94.19,145401,0.647795,Insider,Unpatched Software,Antivirus,14,1,Concentrated High-Loss Incidents
UK,2015,Ransomware,Telecommunications,22.58,368441,0.061285,Hacker Group,Weak Passwords,AI-based Detection,71,2,Lower-Impact Incidents
UK,2015,Ransomware,Government,52.78,281905,0.187226,Insider,Social Engineering,VPN,32,1,Concentrated High-Loss Incidents
UK,2015,DDoS,Telecommunications,85.23,193852,0.439665,Insider,Zero-day,VPN,54,1,Concentrated High-Loss Incidents
UK,2015,SQL Injection,Banking,6.96,474585,0.014665,Nation-state,Unpatched Software,Firewall,34,2,Lower-Impact Incidents
UK,2015,Phishing,Banking,39.12,893284,0.043793,Unknown,Unpatched Software,AI-based Detection,21,0,Widespread Lower-Loss Incidents
UK,2015,Man-in-the-Middle,Retail,7.92,657442,0.012047,Nation-state,Social Engineering,Firewall,29,0,Widespread Lower-Loss Incidents
UK,2015,Phishing,Retail,77.58,270326,0.286987,Nation-state,Social Engineering,Firewall,24,1,Concentrated High-Loss Incidents
UK,2015,Phishing,IT,30.26,256396,0.118021,Hacker Group,Zero-day,Encryption,29,2,Lower-Impact Incidents
UK,2015,Man-in-the-Middle,IT,53.07,538338,0.098581,Nation-state,Zero-day,VPN,1,3,Critical High-Impact Incidents
UK,2015,Ransomware,IT,26.12,21580,1.21038,Unknown,Weak Passwords,AI-based Detection,14,2,Lower-Impact Incidents
UK,2015,Man-in-the-Middle,Government,69.96,675955,0.103498,Insider,Zero-day,Antivirus,60,3,Critical High-Impact Incidents
UK,2015,Ransomware,Government,30.74,744505,0.041289,Nation-state,Unpatched Software,Antivirus,43,0,Widespread Lower-Loss Incidents
UK,2015,Malware,IT,82.45,435994,0.189108,Nation-state,Unpatched Software,Encryption,51,1,Concentrated High-Loss Incidents
UK,2015,Malware,Government,57.81,767562,0.075316,Unknown,Zero-day,Antivirus,61,3,Critical High-Impact Incidents
UK,2015,Phishing,IT,15.27,407233,0.037497,Insider,Unpatched Software,Antivirus,72,2,Lower-Impact Incidents
UK,2015,Phishing,Healthcare,81.75,98634,0.828822,Unknown,Social Engineering,VPN,5,1,Concentrated High-Loss Incidents
UK,2015,Ransomware,Banking,13.49,345825,0.039008,Hacker Group,Zero-day,AI-based Detection,6,2,Lower-Impact Incidents
UK,2015,Malware,Government,68.8,284512,0.241818,Nation-state,Social Engineering,Antivirus,23,1,Concentrated High-Loss Incidents
UK,2015,Phishing,Telecommunications,21.8,312051,0.06986,Nation-state,Unpatched Software,VPN,41,2,Lower-Impact Incidents
UK,2015,Ransomware,IT,75.49,534962,0.141113,Unknown,Weak Passwords,Encryption,59,3,Critical High-Impact Incidents
UK,2015,DDoS,Government,11.68,890414,0.013117,Nation-state,Unpatched Software,AI-based Detection,28,0,Widespread Lower-Loss Incidents
USA,2015,SQL Injection,Retail,26.98,763017,0.03536,Insider,Social Engineering,Firewall,24,0,Widespread Lower-Loss Incidents
USA,2015,Malware,Retail,84.7,542283,0.156192,Hacker Group,Social Engineering,Firewall,64,3,Critical High-Impact Incidents
USA,2015,DDoS,IT,66.39,365006,0.181887,Insider,Weak Passwords,VPN,47,1,Concentrated High-Loss Incidents
USA,2015,Phishing,Government,82.4,197305,0.417628,Insider,Unpatched Software,AI-based Detection,34,1,Concentrated High-Loss Incidents
USA,2015,Man-in-the-Middle,Retail,24.93,448426,0.055594,Nation-state,Weak Passwords,VPN,36,2,Lower-Impact Incidents
USA,2015,SQL Injection,Education,28.19,239853,0.11753,Insider,Unpatched Software,Encryption,64,2,Lower-Impact Incidents
USA,2015,Man-in-the-Middle,Retail,95.66,377602,0.253336,Nation-state,Zero-day,Firewall,15,1,Concentrated High-Loss Incidents
USA,2015,Phishing,Education,41.36,291727,0.141776,Insider,Social Engineering,Encryption,31,2,Lower-Impact Incidents
USA,2015,Ransomware,Banking,33.75,58037,0.581526,Insider,Social Engineering,VPN,13,2,Lower-Impact Incidents
USA,2015,Man-in-the-Middle,IT,38.92,820182,0.047453,Nation-state,Weak Passwords,Antivirus,16,0,Widespread Lower-Loss Incidents
USA,2015,DDoS,IT,94.14,854005,0.110234,Unknown,Zero-day,AI-based Detection,14,3,Critical High-Impact Incidents
USA,2015,Ransomware,Retail,74.68,498089,0.149933,Insider,Weak Passwords,Encryption,18,1,Concentrated High-Loss Incidents
USA,2015,DDoS,IT,45.91,772018,0.059468,Hacker Group,Weak Passwords,Encryption,46,0,Widespread Lower-Loss Incidents
USA,2015,Man-in-the-Middle,Government,47.76,428556,0.111444,Unknown,Weak Passwords,Antivirus,15,2,Lower-Impact Incidents
USA,2015,DDoS,Healthcare,62.99,232622,0.270783,Nation-state,Weak Passwords,Antivirus,33,1,Concentrated High-Loss Incidents
USA,2015,Ransomware,Telecommunications,20.73,297209,0.069749,Nation-state,Social Engineering,Firewall,66,2,Lower-Impact Incidents
USA,2015,Ransomware,Government,13.92,366147,0.038018,Hacker Group,Weak Passwords,VPN,38,2,Lower-Impact Incidents
USA,2015,Ransomware,Healthcare,43.81,905935,0.048359,Unknown,Unpatched Software,VPN,60,0,Widespread Lower-Loss Incidents
USA,2015,DDoS,Government,41.75,327171,0.127609,Unknown,Unpatched Software,VPN,41,2,Lower-Impact Incidents
USA,2015,Man-in-the-Middle,Education,37.18,270984,0.137204,Nation-state,Zero-day,Encryption,28,2,Lower-Impact Incidents
USA,2015,DDoS,Education,66.04,75167,0.878577,Insider,Unpatched Software,VPN,13,1,Concentrated High-Loss Incidents
USA,2015,SQL Injection,Telecommunications,88.6,916744,0.096646,Nation-state,Social Engineering,Antivirus,47,3,Critical High-Impact Incidents
USA,2015,DDoS,Retail,76.95,391982,0.19631,Unknown,Social Engineering,Firewall,46,1,Concentrated High-Loss Incidents
USA,2015,SQL Injection,Banking,42.77,117454,0.364143,Insider,Unpatched Software,Firewall,19,2,Lower-Impact Incidents
USA,2015,Man-in-the-Middle,IT,46.27,117231,0.394691,Unknown,Unpatched Software,AI-based Detection,28,2,Lower-Impact Incidents
USA,2015,DDoS,Banking,98.39,306320,0.3212,Insider,Unpatched Software,AI-based Detection,41,1,Concentrated High-Loss Incidents
USA,2015,SQL Injection,Education,98.78,140958,0.700776,Insider,Social Engineering,AI-based Detection,51,1,Concentrated High-Loss Incidents
USA,2015,Malware,Retail,41.34,677462,0.061022,Unknown,Unpatched Software,AI-based Detection,45,0,Widespread Lower-Loss Incidents
Australia,2016,Man-in-the-Middle,Healthcare,90.85,746369,0.121723,Insider,Unpatched Software,Antivirus,30,3,Critical High-Impact Incidents
Australia,2016,DDoS,Healthcare,98.25,412019,0.23846,Unknown,Weak Passwords,Antivirus,34,1,Concentrated High-Loss Incidents
Australia,2016,DDoS,Retail,2.96,990886,0.002987,Insider,Weak Passwords,AI-based Detection,59,0,Widespread Lower-Loss Incidents
Australia,2016,Phishing,Government,72.34,847817,0.085325,Hacker Group,Social Engineering,Firewall,13,3,Critical High-Impact Incidents
Australia,2016,Phishing,Healthcare,53.81,279874,0.192265,Hacker Group,Unpatched Software,AI-based Detection,66,1,Concentrated High-Loss Incidents
Australia,2016,Ransomware,IT,43.88,588421,0.074572,Nation-state,Unpatched Software,Encryption,72,0,Widespread Lower-Loss Incidents
Australia,2016,Phishing,Telecommunications,2.84,880127,0.003227,Insider,Social Engineering,Antivirus,67,0,Widespread Lower-Loss Incidents
Australia,2016,DDoS,IT,43.19,825866,0.052297,Unknown,Weak Passwords,Firewall,23,0,Widespread Lower-Loss Incidents
Australia,2016,SQL Injection,IT,43.76,959797,0.045593,Nation-state,Social Engineering,Antivirus,32,0,Widespread Lower-Loss Incidents
Australia,2016,Malware,Healthcare,80.22,124155,0.646128,Nation-state,Weak Passwords,Encryption,40,1,Concentrated High-Loss Incidents
Australia,2016,Malware,Government,22.48,686176,0.032761,Nation-state,Zero-day,Firewall,62,0,Widespread Lower-Loss Incidents
Australia,2016,Ransomware,Healthcare,82.99,799581,0.103792,Nation-state,Zero-day,AI-based Detection,50,3,Critical High-Impact Incidents
Australia,2016,Phishing,IT,55.18,66776,0.826345,Unknown,Zero-day,Encryption,29,1,Concentrated High-Loss Incidents
Australia,2016,Man-in-the-Middle,IT,84.46,94162,0.896965,Unknown,Weak Passwords,Firewall,15,1,Concentrated High-Loss Incidents
Australia,2016,Malware,Retail,29.05,817347,0.035542,Nation-state,Weak Passwords,Antivirus,68,0,Widespread Lower-Loss Incidents
Australia,2016,Malware,Telecommunications,44.93,23249,1.932556,Insider,Social Engineering,Firewall,1,2,Lower-Impact Incidents
Australia,2016,Man-in-the-Middle,Government,35.59,729762,0.048769,Insider,Social Engineering,VPN,6,0,Widespread Lower-Loss Incidents
Australia,2016,Man-in-the-Middle,IT,80.27,653967,0.122743,Unknown,Unpatched Software,Encryption,21,3,Critical High-Impact Incidents
Australia,2016,Malware,Telecommunications,68.42,778844,0.087848,Unknown,Zero-day,Encryption,65,3,Critical High-Impact Incidents
Australia,2016,Phishing,Telecommunications,63.81,71720,0.88971,Hacker Group,Zero-day,Encryption,21,1,Concentrated High-Loss Incidents
Australia,2016,DDoS,Education,93.39,630087,0.148218,Nation-state,Social Engineering,VPN,72,3,Critical High-Impact Incidents
Australia,2016,SQL Injection,Government,27.33,481293,0.056785,Hacker Group,Unpatched Software,Antivirus,65,2,Lower-Impact Incidents
Australia,2016,Man-in-the-Middle,Education,37.48,382682,0.09794,Nation-state,Zero-day,Firewall,12,2,Lower-Impact Incidents
Australia,2016,Phishing,Education,98.72,6670,14.8006,Nation-state,Social Engineering,VPN,24,1,Concentrated High-Loss Incidents
Australia,2016,Phishing,Banking,92.79,285311,0.325224,Nation-state,Unpatched Software,VPN,55,1,Concentrated High-Loss Incidents
Australia,2016,Man-in-the-Middle,Government,31.92,163602,0.195108,Hacker Group,Unpatched Software,VPN,26,2,Lower-Impact Incidents
Australia,2016,Malware,Education,88.87,235062,0.37807,Nation-state,Weak Passwords,Firewall,32,1,Concentrated High-Loss Incidents
Australia,2016,Ransomware,Healthcare,47.18,509930,0.092523,Unknown,Social Engineering,AI-based Detection,68,2,Lower-Impact Incidents
Australia,2016,Ransomware,Telecommunications,27.17,429456,0.063266,Hacker Group,Social Engineering,VPN,28,2,Lower-Impact Incidents
Australia,2016,Malware,IT,30.72,977343,0.031432,Hacker Group,Weak Passwords,VPN,47,0,Widespread Lower-Loss Incidents
Australia,2016,Malware,Retail,45.71,461668,0.099011,Nation-state,Unpatched Software,Firewall,10,2,Lower-Impact Incidents
Australia,2016,DDoS,Education,61.23,228033,0.268514,Nation-state,Unpatched Software,Encryption,43,1,Concentrated High-Loss Incidents
Australia,2016,SQL Injection,Banking,1.73,91560,0.018895,Hacker Group,Weak Passwords,AI-based Detection,35,2,Lower-Impact Incidents
Australia,2016,Malware,Retail,39.86,262611,0.151783,Unknown,Social Engineering,Antivirus,33,2,Lower-Impact Incidents
Brazil,2016,Phishing,Retail,27.99,30884,0.906295,Nation-state,Unpatched Software,Antivirus,26,2,Lower-Impact Incidents
Brazil,2016,Malware,Government,72.73,47624,1.527171,Nation-state,Weak Passwords,Firewall,70,1,Concentrated High-Loss Incidents
Brazil,2016,SQL Injection,Education,16.24,238092,0.068209,Nation-state,Zero-day,AI-based Detection,32,2,Lower-Impact Incidents
Brazil,2016,Malware,Education,83.93,102797,0.816464,Unknown,Weak Passwords,Firewall,17,1,Concentrated High-Loss Incidents
Brazil,2016,DDoS,Government,80.09,555275,0.144235,Unknown,Social Engineering,Antivirus,71,3,Critical High-Impact Incidents
Brazil,2016,DDoS,Telecommunications,94.1,838739,0.112192,Unknown,Social Engineering,VPN,21,3,Critical High-Impact Incidents
Brazil,2016,Phishing,Education,9.23,774750,0.011914,Nation-state,Social Engineering,Firewall,70,0,Widespread Lower-Loss Incidents
Brazil,2016,Man-in-the-Middle,Education,19.59,647998,0.030232,Insider,Weak Passwords,AI-based Detection,38,0,Widespread Lower-Loss Incidents
Brazil,2016,Man-in-the-Middle,Retail,72.78,11339,6.418555,Hacker Group,Social Engineering,AI-based Detection,34,1,Concentrated High-Loss Incidents
Brazil,2016,SQL Injection,Telecommunications,73.76,393189,0.187594,Unknown,Zero-day,Antivirus,37,1,Concentrated High-Loss Incidents
Brazil,2016,Phishing,Government,35.94,372653,0.096444,Hacker Group,Weak Passwords,VPN,60,2,Lower-Impact Incidents
Brazil,2016,Man-in-the-Middle,IT,75.51,37230,2.028203,Unknown,Social Engineering,AI-based Detection,52,1,Concentrated High-Loss Incidents
Brazil,2016,DDoS,Telecommunications,10.45,889928,0.011743,Nation-state,Zero-day,Encryption,63,0,Widespread Lower-Loss Incidents
Brazil,2016,Phishing,Education,97.45,267789,0.363906,Insider,Weak Passwords,Encryption,26,1,Concentrated High-Loss Incidents
Brazil,2016,Malware,IT,99.29,273469,0.363076,Insider,Social Engineering,AI-based Detection,67,1,Concentrated High-Loss Incidents
Brazil,2016,SQL Injection,Education,55.83,758258,0.073629,Unknown,Zero-day,Encryption,44,3,Critical High-Impact Incidents
Brazil,2016,Malware,Retail,76.81,670642,0.114532,Unknown,Unpatched Software,AI-based Detection,10,3,Critical High-Impact Incidents
Brazil,2016,DDoS,Education,96.98,140812,0.68872,Nation-state,Unpatched Software,VPN,71,1,Concentrated High-Loss Incidents
Brazil,2016,Man-in-the-Middle,Banking,43.45,489853,0.0887,Nation-state,Zero-day,AI-based Detection,28,2,Lower-Impact Incidents
Brazil,2016,Man-in-the-Middle,Retail,14.04,117819,0.119166,Nation-state,Zero-day,Antivirus,15,2,Lower-Impact Incidents
Brazil,2016,DDoS,IT,17.12,988369,0.017321,Hacker Group,Weak Passwords,AI-based Detection,26,0,Widespread Lower-Loss Incidents
Brazil,2016,Phishing,Education,97.98,381599,0.256762,Unknown,Weak Passwords,Encryption,66,1,Concentrated High-Loss Incidents
Brazil,2016,Ransomware,Education,5.51,740421,0.007442,Unknown,Social Engineering,Encryption,59,0,Widespread Lower-Loss Incidents
Brazil,2016,SQL Injection,Retail,40.29,206598,0.195016,Unknown,Zero-day,Encryption,45,2,Lower-Impact Incidents
Brazil,2016,SQL Injection,Telecommunications,13.94,832297,0.016749,Nation-state,Weak Passwords,AI-based Detection,69,0,Widespread Lower-Loss Incidents
Brazil,2016,Man-in-the-Middle,Banking,70.89,378949,0.18707,Unknown,Weak Passwords,AI-based Detection,67,1,Concentrated High-Loss Incidents
Brazil,2016,DDoS,IT,13.52,535205,0.025261,Hacker Group,Social Engineering,AI-based Detection,53,0,Widespread Lower-Loss Incidents
Brazil,2016,Malware,Healthcare,83.88,155059,0.540955,Unknown,Unpatched Software,Antivirus,29,1,Concentrated High-Loss Incidents
Brazil,2016,DDoS,Healthcare,8.01,534847,0.014976,Nation-state,Zero-day,Firewall,3,0,Widespread Lower-Loss Incidents
China,2016,DDoS,IT,67.28,413150,0.162846,Hacker Group,Social Engineering,Firewall,27,1,Concentrated High-Loss Incidents
China,2016,DDoS,Healthcare,63.15,500521,0.126169,Nation-state,Weak Passwords,Encryption,27,3,Critical High-Impact Incidents
China,2016,Phishing,Government,37.62,465317,0.080848,Insider,Social Engineering,Firewall,20,2,Lower-Impact Incidents
China,2016,Ransomware,Banking,94.63,455702,0.207658,Hacker Group,Weak Passwords,Antivirus,5,1,Concentrated High-Loss Incidents
China,2016,SQL Injection,Healthcare,38.81,920768,0.04215,Hacker Group,Unpatched Software,AI-based Detection,27,0,Widespread Lower-Loss Incidents
China,2016,Phishing,IT,7.73,800480,0.009657,Unknown,Zero-day,VPN,31,0,Widespread Lower-Loss Incidents
China,2016,DDoS,Education,81.31,815317,0.099728,Hacker Group,Social Engineering,Antivirus,72,3,Critical High-Impact Incidents
China,2016,Phishing,IT,27.46,973388,0.028211,Nation-state,Zero-day,AI-based Detection,63,0,Widespread Lower-Loss Incidents
China,2016,Man-in-the-Middle,Retail,82.52,217938,0.37864,Nation-state,Weak Passwords,VPN,69,1,Concentrated High-Loss Incidents
China,2016,Phishing,Government,59.95,417253,0.143678,Insider,Weak Passwords,VPN,16,1,Concentrated High-Loss Incidents
China,2016,Phishing,IT,17.06,44473,0.383604,Unknown,Weak Passwords,VPN,67,2,Lower-Impact Incidents
China,2016,DDoS,Telecommunications,97.83,699791,0.139799,Nation-state,Weak Passwords,Encryption,2,3,Critical High-Impact Incidents
China,2016,Malware,Government,15.92,668188,0.023826,Insider,Unpatched Software,AI-based Detection,38,0,Widespread Lower-Loss Incidents
China,2016,DDoS,Education,89.08,210433,0.423318,Insider,Weak Passwords,AI-based Detection,63,1,Concentrated High-Loss Incidents
China,2016,DDoS,IT,18.96,122866,0.154314,Insider,Unpatched Software,VPN,46,2,Lower-Impact Incidents
China,2016,Ransomware,IT,37.22,788555,0.0472,Insider,Unpatched Software,Encryption,43,0,Widespread Lower-Loss Incidents
China,2016,SQL Injection,Retail,96.28,162061,0.594097,Insider,Zero-day,Firewall,32,1,Concentrated High-Loss Incidents
China,2016,Ransomware,Government,72.25,860664,0.083947,Unknown,Zero-day,Firewall,10,3,Critical High-Impact Incidents
China,2016,Man-in-the-Middle,Banking,97.28,86038,1.130663,Insider,Weak Passwords,Encryption,19,1,Concentrated High-Loss Incidents
China,2016,Malware,Government,91.69,885843,0.103506,Insider,Unpatched Software,AI-based Detection,46,3,Critical High-Impact Incidents
China,2016,DDoS,Telecommunications,80.48,78123,1.03017,Hacker Group,Social Engineering,Antivirus,50,1,Concentrated High-Loss Incidents
